Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,EMI_proxy,DTI_proxy
Female,No,0.0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,Y,4408.0,0.3333333333333333,0.02722323049001815
Female,No,0.0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y,3244.0,0.2222222222222222,0.02466091245376079
Male,No,0.0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y,6506.0,0.1527777777777778,0.008453735013833385
Male,No,0.0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,Y,2479.0,0.1638888888888889,0.02379991932230738
Male,No,0.0,Graduate,No,3418,0.0,127.0,360.0,1.0,Semiurban,N,3418.0,0.3527777777777778,0.0371562317144529
Female,No,0.0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,N,10000.0,0.5944444444444444,0.0214
Male,Yes,0.0,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N,4680.0,0.35555555555555557,0.02735042735042735
Male,Yes,1.0,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,Y,7787.0,0.6666666666666666,0.030820598433286245
Male,Yes,0.0,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,Y,5703.0,0.3611111111111111,0.02279502016482553
Male,Yes,0.0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,Y,6194.0,0.38055555555555554,0.022118178882789795
Male,Yes,0.0,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,Y,4833.0,0.2777777777777778,0.02069108214359611
Male,Yes,0.0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N,1950.0,0.375,0.06923076923076923
Male,Yes,0.0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,Y,5502.0,0.3638888888888889,0.023809523809523808
Male,Yes,2.0,Graduate,No,5000,0.0,72.0,360.0,0.0,Semiurban,N,5000.0,0.2,0.0144
Female,Yes,2.0,Graduate,No,4283,2383.0,127.0,360.0,1.0,Semiurban,Y,6666.0,0.3527777777777778,0.019051905190519053
Male,Yes,0.0,Graduate,No,2221,0.0,60.0,360.0,0.0,Urban,N,2221.0,0.16666666666666666,0.0270148581719946
Male,Yes,2.0,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,Y,5726.0,0.32222222222222224,0.020258470136220747
Male,No,0.0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,Y,5762.0,0.4,0.024991322457480043
Male,Yes,0.0,Graduate,No,7578,1010.0,175.0,360.0,1.0,Semiurban,Y,8588.0,0.36527777777777776,0.0203772706101537
Male,Yes,0.0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y,6250.0,0.35555555555555557,0.02048
Male,Yes,0.0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N,3250.0,0.4722222222222222,0.052307692307692305
Male,Yes,0.0,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N,4735.0,0.38333333333333336,0.02914466737064414
Male,Yes,2.0,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,Y,7945.0,0.5833333333333334,0.02643171806167401
Male,Yes,0.0,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,Y,4758.0,0.32916666666666666,0.0332072299285414
Male,No,0.0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y,6400.0,0.5555555555555556,0.03125
Male,Yes,1.0,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y,4545.0,0.28888888888888886,0.02288228822882288
Male,Yes,0.0,Graduate,No,3716,0.0,42.0,180.0,1.0,Rural,Y,3716.0,0.23333333333333334,0.011302475780409042
Male,No,0.0,Not Graduate,No,3189,2598.0,120.0,360.0,1.0,Rural,Y,5787.0,0.36527777777777776,0.020736132711249352
Female,No,0.0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y,8333.0,0.7777777777777778,0.03360134405376215
Male,Yes,1.0,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,Y,4934.0,0.3888888888888889,0.02837454398054317
Male,Yes,1.0,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,Y,6760.0,0.4722222222222222,0.02514792899408284
Male,Yes,0.0,Graduate,No,5746,0.0,255.0,360.0,1.0,Urban,N,5746.0,0.7083333333333334,0.04437869822485207
Female,No,0.0,Graduate,Yes,3463,0.0,122.0,360.0,1.0,Urban,Y,3463.0,0.3388888888888889,0.03522956973722206
Female,No,1.0,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,Y,3812.0,0.3111111111111111,0.02938090241343127
Male,Yes,1.0,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,Y,3315.0,0.26666666666666666,0.02895927601809955
Male,Yes,2.0,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y,10819.0,0.3333333333333333,0.01109159811442832
Male,Yes,1.0,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N,4493.0,0.7777777777777778,0.031159581571333184
Male,No,0.0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,Y,8666.0,2.5833333333333335,0.017885991230094624
Male,Yes,2.0,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y,7550.0,0.3,0.014304635761589404
Male,Yes,0.0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,Y,7823.0,0.3416666666666667,0.01572286846478333
Male,No,0.0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N,10383.0,0.6666666666666666,0.011557353366079168
Male,Yes,2.0,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,Y,9703.0,0.3111111111111111,0.011542821807688343
Male,Yes,1.0,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,Y,6608.0,0.7611111111111111,0.020732445520581115
Male,Yes,1.0,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,Y,4725.0,0.25625,0.02603174603174603
Male,Yes,0.0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y,3677.0,0.25,0.024476475387544192
Male,Yes,0.0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,N,5558.0,0.5583333333333333,0.0361640878013674
Female,No,2.0,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N,3427.0,0.38333333333333336,0.040268456375838924
Male,No,0.0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y,4750.0,0.28888888888888886,0.021894736842105262
Male,Yes,1.0,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y,9762.0,1.55,0.02858020897357099
Male,No,0.0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,N,16250.0,0.5333333333333333,0.011815384615384615
Female,No,0.0,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y,3083.0,0.7083333333333334,0.08271164450210834
Male,No,0.0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N,6045.0,0.3194444444444444,0.01902398676592225
Male,Yes,0.0,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,N,5250.0,0.2611111111111111,0.017904761904761906
Male,Yes,0.0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N,16783.0,0.8444444444444444,0.018113567300244295
Male,Yes,0.0,Not Graduate,No,4931,0.0,128.0,360.0,1.0,Semiurban,N,4931.0,0.35555555555555557,0.02595822348408031
Male,Yes,1.0,Graduate,No,6083,4250.0,330.0,360.0,1.0,Urban,Y,10333.0,0.9166666666666666,0.03193651408109939
Male,No,0.0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,4269.0,0.37222222222222223,0.03138908409463575
Female,No,1.0,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N,3481.0,4.305555555555555,0.04452743464521689
Female,No,0.0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,Y,7200.0,0.3333333333333333,0.016666666666666666
Male,No,0.0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,Y,5166.0,0.35555555555555557,0.024777390631049168
Male,No,0.0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,Y,7542.0,0.41944444444444445,0.02002121453195439
Male,Yes,2.0,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,Y,6095.0,0.4166666666666667,0.02461033634126333
Male,Yes,0.0,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y,6144.0,0.4444444444444444,0.026041666666666668
Female,No,0.0,Graduate,No,3418,0.0,135.0,360.0,1.0,Rural,N,3418.0,0.375,0.03949678174370977
Female,No,1.0,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,Y,4436.0,0.25,0.02028854824165915
Female,No,0.0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,Y,3237.0,0.08333333333333333,0.009267840593141797
Male,Yes,0.0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y,11146.0,0.37777777777777777,0.012201686703750225
Male,No,0.0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,Y,4690.0,0.35,0.026865671641791045
Male,Yes,0.0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,Y,4843.0,0.4166666666666667,0.03097253768325418
Male,Yes,2.0,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,Y,3900.0,0.25,0.023076923076923078
Male,Yes,1.0,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,Y,4592.0,0.3194444444444444,0.02504355400696864
Male,Yes,0.0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y,7267.0,0.575,0.02848493188385854
Male,Yes,0.0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y,4403.0,0.2222222222222222,0.018169429934135818
Male,Yes,0.0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y,14583.0,1.211111111111111,0.02989782623602825
Female,Yes,0.0,Not Graduate,No,4100,0.0,124.0,360.0,1.0,Rural,Y,4100.0,0.34444444444444444,0.03024390243902439
Male,No,1.0,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N,6479.0,0.4388888888888889,0.02438647939496836
Male,Yes,0.0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y,4727.0,0.3111111111111111,0.0236936746350751
Male,Yes,2.0,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y,3286.7999878,0.43333333333333335,0.023731288879615956
Female,No,0.0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y,3477.0,0.15,0.015530629853321829
Male,Yes,0.0,Graduate,No,20667,0.0,128.0,360.0,1.0,Rural,N,20667.0,0.36527777777777776,0.024139118809354668
Male,No,0.0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y,6211.0,0.24722222222222223,0.014329415553051039
Female,No,0.0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N,4317.0,0.33,0.022932592077831826
Male,Yes,0.0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y,5704.0,0.3333333333333333,0.021037868162692847
Female,No,0.0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y,4124.0,0.3194444444444444,0.027885548011639186
Male,No,0.0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y,9508.0,0.5194444444444445,0.019667648296171646
Male,Yes,0.0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y,5491.0,0.3861111111111111,0.025314150427973046
Male,Yes,2.0,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N,4400.0,0.3527777777777778,0.028863636363636362
Male,Yes,2.0,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y,4713.0,0.37222222222222223,0.028431996605134735
Female,No,0.0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N,5417.0,0.29791666666666666,0.026398375484585564
Male,Yes,0.0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y,5717.0,0.4777777777777778,0.03008570928808816
Male,Yes,0.0,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,Y,5666.0,0.3055555555555556,0.01941404871161313
Male,Yes,1.0,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y,6875.0,0.5555555555555556,0.02909090909090909
Female,Yes,1.0,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y,4666.0,0.375,0.028932704672096014
Female,No,0.0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N,7541.0,0.3145833333333333,0.020023869513327144
Male,Yes,1.0,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N,4939.0,0.3138888888888889,0.02287912532901397
Male,Yes,0.0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N,4734.0,0.25833333333333336,0.01964512040557668
Male,Yes,0.0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y,4625.0,0.2916666666666667,0.022702702702702703
Female,No,0.0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y,5000.0,0.36666666666666664,0.0264
Male,Yes,1.0,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y,3428.0,0.26666666666666666,0.028004667444574097
Male,No,0.0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y,6500.0,0.3888888888888889,0.021538461538461538
Male,No,0.0,Not Graduate,No,2000,0.0,128.0,360.0,1.0,Urban,N,2000.0,0.36527777777777776,0.024139118809354668
Female,No,0.0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y,5428.0,0.375,0.024871039056742816
Female,No,0.0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N,4263.0,0.28888888888888886,0.02439596528266479
Male,No,0.0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N,20233.0,1.3333333333333333,0.02372361982899224
Male,Yes,2.0,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,Y,7667.0,0.5138888888888888,0.024129385678883526
Female,No,0.0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y,2917.0,0.23333333333333334,0.028796708947548853
Male,No,0.0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y,5332.0,0.30833333333333335,0.020817704426106528
Female,No,0.0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y,2507.0,0.15555555555555556,0.022337455125648185
Male,Yes,2.0,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,Y,5746.0,1.7142857142857142,0.025060911938739994
Male,Yes,0.0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N,4316.0,0.44166666666666665,0.036839666357738644
Male,Yes,1.0,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y,5039.0,0.6166666666666667,0.022028180194483032
Male,Yes,2.0,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y,3717.0,0.3333333333333333,0.03228410008071025
Male,Yes,0.0,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,Y,4192.0,0.24444444444444444,0.02099236641221374
Female,No,1.0,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,Y,3541.0,0.3111111111111111,0.031629483196837054
Male,Yes,1.0,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N,10000.0,0.4305555555555556,0.0155
Male,Yes,0.0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y,4567.0,0.3194444444444444,0.025180643748631486
Male,Yes,0.0,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y,4531.0,0.34444444444444444,0.027367027146325315
Male,Yes,2.0,Not Graduate,No,3601,1590.0,128.0,360.0,1.0,Rural,Y,5191.0,0.36527777777777776,0.024139118809354668
Female,No,0.0,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,Y,6151.0,0.36666666666666664,0.021459925215412127
Male,Yes,0.0,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y,15000.0,0.8333333333333334,0.02
Male,Yes,1.0,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N,13649.0,1.0444444444444445,0.027547805700051286
Male,No,0.0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y,4917.0,0.3611111111111111,0.026438885499288182
Male,Yes,0.0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y,7978.0,0.5111111111111111,0.023063424417147156
Female,Yes,0.0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,0.3055555555555556,0.016214622641509434
Female,No,0.0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y,2500.0,0.18611111111111112,0.0268
Male,No,1.0,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y,6177.0,0.325,0.01894123360854784
Male,No,0.0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y,2935.0,0.2722222222222222,0.03339011925042589
Male,No,0.0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y,2833.0,0.19722222222222222,0.025061771973173313
Male,Yes,0.0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,Y,63337.0,2.7222222222222223,0.007736394208756335
Male,Yes,1.0,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y,11666.0,1.011111111111111,0.015600891479513115
Male,Yes,0.0,Graduate,Yes,5503,4490.0,70.0,360.0,1.0,Semiurban,Y,9993.0,0.36527777777777776,0.007004903432402682
Male,Yes,1.0,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y,5938.0,0.4444444444444444,0.02694509936005389
Male,Yes,2.0,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y,7100.0,0.4888888888888889,0.024788732394366197
Female,No,0.0,Not Graduate,No,1830,0.0,128.0,360.0,0.0,Urban,N,1830.0,0.36527777777777776,0.024139118809354668
Female,No,0.0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y,4160.0,0.19722222222222222,0.01706730769230769
Male,Yes,0.0,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N,4234.0,0.48055555555555557,0.040859707132735006
Female,No,0.0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N,2378.0,0.12777777777777777,0.01934398654331371
Male,Yes,1.0,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y,5783.0,0.4388888888888889,0.027321459450112398
Male,Yes,0.0,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y,3173.0,0.20555555555555555,0.023321777497636306
Male,Yes,2.0,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y,4913.0,0.3472222222222222,0.0254427030327702
Male,Yes,0.0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,4957.0,0.4444444444444444,0.03227758725035303
Male,Yes,0.0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N,6753.0,0.4222222222222222,0.02250851473419221
Male,Yes,2.0,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,5251.0,0.35,0.023995429442011044
Male,Yes,0.0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,Y,10916.0,0.7194444444444444,0.02372663979479663
Male,Yes,0.0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y,8875.0,0.5194444444444445,0.021070422535211266
Male,Yes,0.0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,9083.0,0.6333333333333333,0.025101838599581636
Male,No,0.0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,12917.0,0.8555555555555555,0.023844545947201364
Male,Yes,0.0,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,4749.0,0.2638888888888889,0.02000421141292904
Female,Yes,0.0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,5500.0,0.2916666666666667,0.019090909090909092
Female,Yes,0.0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y,2928.0,0.3611111111111111,0.04439890710382514
Female,No,0.0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y,3813.0,0.6444444444444445,0.03042223970626803
Male,Yes,2.0,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,11500.0,0.4583333333333333,0.014347826086956521
Male,Yes,1.0,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,3875.0,0.18611111111111112,0.01729032258064516
Male,Yes,0.0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,4666.0,0.20833333333333334,0.021431633090441493
Male,Yes,0.0,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,8334.0,0.5555555555555556,0.023998080153587713
Female,No,1.0,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,4723.0,0.225,0.017150116451408005
Male,Yes,2.0,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y,8667.0,0.6555555555555556,0.027229721933771777
Male,Yes,0.0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y,7083.0,0.3611111111111111,0.01835380488493576
Male,Yes,0.0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,Y,6046.0,0.31666666666666665,0.0157128680119087
Male,No,0.0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y,6822.0,0.39166666666666666,0.020668425681618294
Male,No,0.0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,6216.0,0.36944444444444446,0.021396396396396396
Male,No,0.0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,2500.0,0.2,0.0384
Male,No,0.0,Graduate,No,5124,0.0,124.0,360.0,0.0,Rural,N,5124.0,0.36527777777777776,0.02419984387197502
Male,Yes,1.0,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,6325.0,0.4861111111111111,0.02766798418972332
Male,Yes,0.0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,24996.0,1.5833333333333333,0.022803648583773404
Female,No,0.0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,15759.0,0.1527777777777778,0.0034900691668253063
Male,Yes,2.0,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,5185.0,0.4305555555555556,0.029893924783027964
Male,Yes,2.0,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,17196.0,1.2666666666666666,0.02209816236334031
Male,No,1.0,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,5049.0,0.6166666666666667,0.021984551396316103
Female,No,0.0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y,4223.0,0.3055555555555556,0.02604783329386692
Male,Yes,0.0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,5740.0,0.6666666666666666,0.020905923344947737
Male,Yes,0.0,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,13746.0,0.3611111111111111,0.009457296668121635
Male,Yes,0.0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,Y,4310.0,0.3611111111111111,0.030162412993039442
Male,No,0.0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,3069.0,0.14791666666666667,0.023134571521668295
Male,Yes,2.0,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,5391.0,0.3611111111111111,0.024114264514932295
Male,Yes,0.0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,5833.0,0.35555555555555557,0.021944111092062405
Male,No,0.0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,10173.0,0.8222222222222222,0.029096628329892852
Female,No,0.0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,6000.0,0.43333333333333335,0.026
Male,No,0.0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,7167.0,0.35555555555555557,0.017859634435607646
Male,Yes,2.0,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,4566.0,0.2777777777777778,0.021901007446342532
Male,No,1.0,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y,3667.0,0.6277777777777778,0.030815380419961822
Male,No,0.0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,3946.0,0.36666666666666664,0.03345159655347187
Male,Yes,0.0,Not Graduate,No,3010,3136.0,128.0,360.0,0.0,Urban,N,6146.0,0.36527777777777776,0.024139118809354668
Male,Yes,0.0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,4750.0,0.37777777777777777,0.02863157894736842
Male,Yes,0.0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,5488.0,0.3472222222222222,0.022776967930029153
Male,No,0.0,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,9167.0,0.5138888888888888,0.020181084324206393
Male,Yes,0.0,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,9504.0,0.7638888888888888,0.028935185185185185
Male,Yes,0.0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,Y,4698.0,0.3333333333333333,0.02554278416347382
Male,Yes,2.0,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,3618.0,0.6277777777777778,0.03123272526257601
Male,Yes,2.0,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,4500.0,0.3138888888888889,0.025111111111111112
Male,Yes,2.0,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y,3760.0,0.375,0.03590425531914894
Female,No,0.0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,3180.0,0.19722222222222222,0.02232704402515723
Male,Yes,0.0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,4492.0,0.2638888888888889,0.021148708815672306
Male,No,0.0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,5568.0,0.30277777777777776,0.019576149425287355
Female,No,0.0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,3300.0,0.2861111111111111,0.031212121212121212
Male,Yes,2.0,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,2889.0,0.25,0.01557632398753894
Male,No,0.0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,2755.0,0.21666666666666667,0.023593466424682397
Male,No,0.0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,22500.0,0.2861111111111111,0.004577777777777778
Female,No,0.0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,1963.0,0.14722222222222223,0.026999490575649515
Female,No,0.0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,7441.0,0.5388888888888889,0.026071764547775836
Female,No,0.0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,4547.0,0.3194444444444444,0.025291400923685946
Male,Yes,0.0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,4567.0,0.3194444444444444,0.025180643748631486
Female,No,0.0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,2213.0,0.18333333333333332,0.0298237686398554
Male,Yes,1.0,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,8300.0,0.5066666666666667,0.018313253012048194
Male,Yes,0.0,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,81000.0,1.0,0.0044444444444444444
Female,No,1.0,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,3867.0,0.17222222222222222,0.016033100594776313
Male,Yes,0.0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y,6256.0,0.4444444444444444,0.02557544757033248
